OP01-R01-PastaSalad	1597	1639	2	41
OP01-R01-PastaSalad	1749	1826	15	48
OP01-R01-PastaSalad	1776	1952	15	48
OP01-R01-PastaSalad	1938	2003	8	25
OP01-R01-PastaSalad	1994	2050	5	25
OP01-R01-PastaSalad	2046	2076	2	41
OP01-R01-PastaSalad	2073	2101	2	41
OP01-R01-PastaSalad	2235	2275	5	14
OP01-R01-PastaSalad	2553	2703	0	0
OP01-R01-PastaSalad	2697	2746	2	2
OP01-R01-PastaSalad	2751	2835	0	0
OP01-R01-PastaSalad	2766	2826	0	0
OP01-R01-PastaSalad	2846	2895	5	2
OP01-R01-PastaSalad	2919	2961	1	1
OP01-R01-PastaSalad	2948	3091	2	3
OP01-R01-PastaSalad	3092	3175	7	1
OP01-R01-PastaSalad	3204	3252	2	2
OP01-R01-PastaSalad	3210	3743	3	3
OP01-R01-PastaSalad	3731	4045	3	3
OP01-R01-PastaSalad	3733	3762	2	3
OP01-R01-PastaSalad	4063	4256	3	3
OP01-R01-PastaSalad	4265	4741	3	3
OP01-R01-PastaSalad	4775	5182	3	3
OP01-R01-PastaSalad	5257	5309	3	3
OP01-R01-PastaSalad	5312	5341	3	3
OP01-R01-PastaSalad	5370	5436	1	1
OP01-R01-PastaSalad	5428	5472	5	3
OP01-R01-PastaSalad	5467	5510	2	10
OP01-R01-PastaSalad	5587	5770	0	0
OP01-R01-PastaSalad	5801	5872	1	1
OP01-R01-PastaSalad	5863	5906	2	16
OP01-R01-PastaSalad	5910	6007	7	1
OP01-R01-PastaSalad	6013	6062	5	16
OP01-R01-PastaSalad	6032	6075	2	2
OP01-R01-PastaSalad	6076	6307	3	16
OP01-R01-PastaSalad	6335	6373	5	16
OP01-R01-PastaSalad	6336	6768	3	16
OP01-R01-PastaSalad	6787	7005	3	16
OP01-R01-PastaSalad	6979	7065	3	16
OP01-R01-PastaSalad	7039	7255	3	16
OP01-R01-PastaSalad	7264	7296	2	16
OP01-R01-PastaSalad	7285	7393	3	16
OP01-R01-PastaSalad	7412	7440	5	16
OP01-R01-PastaSalad	7427	7682	3	16
OP01-R01-PastaSalad	7823	7864	2	12
OP01-R01-PastaSalad	8006	8043	5	12
OP01-R01-PastaSalad	8059	8085	2	17
OP01-R01-PastaSalad	8076	8178	14	44
OP01-R01-PastaSalad	8167	8209	5	17
OP01-R01-PastaSalad	8223	8355	0	0
OP01-R01-PastaSalad	8378	8510	1	1
OP01-R01-PastaSalad	8450	8503	5	16
OP01-R01-PastaSalad	8489	8604	2	7
OP01-R01-PastaSalad	8615	8667	1	26
OP01-R01-PastaSalad	8665	8739	2	10
OP01-R01-PastaSalad	8738	8770	7	26
OP01-R01-PastaSalad	8757	8876	7	1
OP01-R01-PastaSalad	8883	8910	5	7
OP01-R01-PastaSalad	8938	9420	3	7
OP01-R01-PastaSalad	9358	9396	5	7
OP01-R01-PastaSalad	9389	9676	3	7
OP01-R01-PastaSalad	9630	10165	3	7
OP01-R01-PastaSalad	10010	10050	3	7
OP01-R01-PastaSalad	10154	10197	3	7
OP01-R01-PastaSalad	10179	10310	3	7
OP01-R01-PastaSalad	10354	10806	3	7
OP01-R01-PastaSalad	10877	11095	3	7
OP01-R01-PastaSalad	11079	11104	5	7
OP01-R01-PastaSalad	11171	11210	3	7
OP01-R01-PastaSalad	11294	11514	3	10
OP01-R01-PastaSalad	11524	11583	3	10
OP01-R01-PastaSalad	11723	11751	6	8
OP01-R01-PastaSalad	11767	11793	2	17
OP01-R01-PastaSalad	12023	12064	6	8
OP01-R01-PastaSalad	12091	12914	3	10
OP01-R01-PastaSalad	12943	12985	2	10
OP01-R01-PastaSalad	12977	13108	3	10
OP01-R01-PastaSalad	13136	13160	2	10
OP01-R01-PastaSalad	13193	13221	3	10
OP01-R01-PastaSalad	13220	13264	5	10
OP01-R01-PastaSalad	13229	13265	5	7
OP01-R01-PastaSalad	13270	13294	2	10
OP01-R01-PastaSalad	13316	13392	1	1
OP01-R01-PastaSalad	13382	13421	1	26
OP01-R01-PastaSalad	13529	13568	1	1
OP01-R01-PastaSalad	13562	13590	7	1
OP01-R01-PastaSalad	13587	13647	5	7
OP01-R01-PastaSalad	13761	13788	2	12
OP01-R01-PastaSalad	13992	14017	0	0
OP01-R01-PastaSalad	13995	14284	0	0
OP01-R01-PastaSalad	14315	14393	1	1
OP01-R01-PastaSalad	14734	14781	1	26
OP01-R01-PastaSalad	14774	14805	7	26
OP01-R01-PastaSalad	14830	14858	7	11
OP01-R01-PastaSalad	15071	15101	2	2
OP01-R01-PastaSalad	15097	15120	2	3
OP01-R01-PastaSalad	15133	15209	3	9
OP01-R01-PastaSalad	15200	15225	5	3
OP01-R01-PastaSalad	15290	15308	5	14
OP01-R01-PastaSalad	15733	15817	5	17
OP01-R01-PastaSalad	15909	15932	3	9
OP01-R01-PastaSalad	15913	16136	3	9
OP01-R01-PastaSalad	16118	16148	3	9
OP01-R01-PastaSalad	16154	16273	3	9
OP01-R01-PastaSalad	16261	16279	3	9
OP01-R01-PastaSalad	16278	16350	3	9
OP01-R01-PastaSalad	16329	16942	3	9
OP01-R01-PastaSalad	16887	16931	3	9
OP01-R01-PastaSalad	16924	16983	3	9
OP01-R01-PastaSalad	17092	17253	3	9
OP01-R01-PastaSalad	17301	17348	5	2
OP01-R01-PastaSalad	17403	18065	3	3
OP01-R01-PastaSalad	18013	19110	3	9
OP01-R01-PastaSalad	18015	18101	3	16
OP01-R01-PastaSalad	19096	19116	2	17
OP01-R01-PastaSalad	19317	19360	5	17
OP01-R01-PastaSalad	19552	19569	2	2
OP01-R01-PastaSalad	19560	19584	2	2
OP01-R01-PastaSalad	19580	19610	5	2
OP01-R01-PastaSalad	20241	20269	5	2
OP01-R01-PastaSalad	20303	20358	0	0
OP01-R01-PastaSalad	20385	20437	1	1
OP01-R01-PastaSalad	20579	20647	1	1
OP01-R01-PastaSalad	20704	20742	2	6
OP01-R01-PastaSalad	20789	20827	2	35
OP01-R01-PastaSalad	20884	20914	2	6
OP01-R01-PastaSalad	21141	21185	8	13
OP01-R01-PastaSalad	21546	21684	14	37
OP01-R01-PastaSalad	23132	23151	2	17
OP01-R01-PastaSalad	23558	23602	5	17
OP01-R01-PastaSalad	24539	24581	5	17
OP01-R01-PastaSalad	24708	24767	0	0
OP01-R01-PastaSalad	25529	25558	2	17
OP01-R01-PastaSalad	25945	26008	5	17
OP01-R01-PastaSalad	26746	26933	14	44
OP01-R01-PastaSalad	27230	27404	14	44
OP01-R01-PastaSalad	29362	29412	2	25
OP01-R01-PastaSalad	29399	29424	2	25
OP01-R01-PastaSalad	29672	29723	5	25
OP01-R01-PastaSalad	29752	29779	2	17
OP01-R01-PastaSalad	31000	31039	5	25
OP01-R01-PastaSalad	31424	31460	5	25
OP01-R01-PastaSalad	31463	31500	5	17
OP01-R01-PastaSalad	31500	31538	2	2
OP01-R01-PastaSalad	31554	31592	2	12
OP01-R01-PastaSalad	32565	32663	14	37
OP01-R01-PastaSalad	32751	32774	2	6
OP01-R01-PastaSalad	32772	32796	2	6
OP01-R01-PastaSalad	32789	32885	1	6
OP01-R01-PastaSalad	32857	33223	15	20
OP01-R01-PastaSalad	33282	33305	2	6
OP01-R01-PastaSalad	33301	33317	2	6
OP01-R01-PastaSalad	33312	33355	1	6
OP01-R01-PastaSalad	33368	33400	15	20
OP01-R01-PastaSalad	33399	33451	7	6
OP01-R01-PastaSalad	33441	33465	7	6
OP01-R01-PastaSalad	34721	34805	14	44
OP01-R01-PastaSalad	34803	34835	5	2
OP01-R01-PastaSalad	34871	34914	0	0
